medra_code,medra_name
10084169,Posterior vaginal prolapse
10084170,Supernumerary rib
10084171,Neuromuscular scoliosis
10084172,Alpha thalassemia trait
10084173,Alpha thalassaemia trait
10084174,AST to platelet ratio index
10084175,AST to platelet ratio index increased
10084176,APRI increased
10084177,Intratumoural haematoma
10084178,Intratumoral hematoma
10084179,Pseudoaneurysm infection
10084180,Closed fracture of lower end of tibia
10084181,Bandage contact lens therapy
10084182,Superficial venous reflux disease
10084183,Hair lightened
10084184,Prothrombin index
10084185,Intermittent angina pectoris
10084186,Endobronchitis
10084187,Faciobrachial dystonic seizure
10084188,Panacinar emphysema
10084189,Panlobular emphysema
10084190,Platelet storage pool deficiency
10084191,Delta storage pool disease
10084192,Drug delivery device unavailable
10084193,ADSL gene mutation
10084194,Adenylosuccinate lyase gene mutation
10084195,Postpartum hematoma
10084196,Postpartum haematoma
10084197,Imperception
10084198,Intraosseous lipoma
10084199,Blood donation
10084200,Corneal reshaping
10084201,Sexually transmitted disease test
10084202,Intervertebral disc pseudobulging
10084203,High sensitive troponin I
10084204,Sickle cell nephropathy
10084205,Montreal cognitive assessment abnormal
10084206,Multidrug resistant bacterial infection
10084207,Upper oesophageal sphincterotomy
10084208,Hypoimmunoglobulinemia
10084209,Upper esophageal sphincterotomy
10084210,Hypoimmunoglobulinaemia
10084211,Lung inflammatory changes on imaging
10084212,Pigmented villonodular synovitis
10084213,Poor milk ejection reflex
10084214,Granulomatous T-cell pseudolymphoma
10084215,Feeding tube dislocation
10084216,Feeding tube dislodgment
10084217,Extremely preterm (less than 28 weeks)
10084218,Moderate to late preterm (32 to 37 weeks)
10084219,Very preterm (28 to 32 weeks)
10084220,Hyperornithinaemia-hyperammonaemia-homocitrullinuria syndrome
10084221,Loss of therapeutic response
10084222,Triple H syndrome
10084223,HHH syndrome
10084224,Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome
10084225,Ornithine translocase deficiency
10084226,Carbohydrate antigen 242 increased
10084227,Gastroesophageal junction cancer
10084228,Gastrooesophageal junction cancer
10084229,Gastric aspiration procedure
10084230,Interstitial heart fibrosis
10084231,Nasogastric aspiration procedure
10084232,Triple endoscopy
10084233,Compartment pressure test
10084234,Doppler ultrasound liver
10084235,Neuronal intranuclear inclusion disease
10084236,Pallister W syndrome
10084237,Neonatal Crohn's disease
10084238,Neonatal dyspnoea
10084239,W syndrome
10084240,Multiple symmetric lipomatosis
10084241,Difficulty breathing in newborn
10084242,Madelung's disease
10084243,Pseudohyperaldosteronism
10084244,Neonatal dyspnea
10084245,Animal protein allergy
10084246,NAME syndrome
10084247,Biliary obstruction
10084248,LAMB syndrome
10084249,Genitourinary syndrome of menopause
10084250,Cryptotia
10084251,Congenital viral hepatitis
10084252,Congenital hepatitis C infection
10084253,Asymmetric crying facies
10084254,Sternomastoid tumour of infancy
10084255,Congenital unilateral lower lip palsy
10084256,Sternomastoid tumor of infancy
10084257,Discouragement
10084258,Laryngeal cryptococcosis
10084259,Haemoglobin Lepore trait
10084260,Hemoglobin Lepore trait
10084261,Intestinal plication surgery
10084262,Piebaldism
10084263,Rheumatological examination
10084264,Optic perineuritis
10084265,Canker sore
10084266,Citrin deficiency
10084267,Mitochondrial aspartate glutamate carrier 2 deficiency
10084268,COVID-19
10084269,Coronavirus test negative
10084270,SARS-CoV-2 acute respiratory disease
10084271,SARS-CoV-2 test positive
10084272,SARS-CoV-2 infection
10084273,SARS-CoV-2 test negative
10084274,Nicotine test positive
10084275,Nicotine test negative
10084276,Nicotine test
10084277,Blood nicotine
10084278,Blood nicotine positive
10084279,Blood nicotine negative
10084280,Foetal cardiac arrest
10084281,Fetal cardiac arrest
10084282,Cardiac calcium score high
10084283,Cardiac calcium score low
10084284,Yergason's test
10084285,Coblation tonsillectomy
10084286,Platelet aggregation test
10084287,Infected chalazion
10084288,Inverted follicular keratosis
10084289,Palliative sedation
10084290,Acute rhinosinusitis
10084291,Tooth misalignment
10084292,Padua prediction score
10084293,Unilateral glaucoma
10084294,Computerised tomogram pelvis and abdomen
10084295,Computerized tomogram pelvis and abdomen
10084296,Immune-mediated gastritis
10084297,Hip resurfacing surgery
10084298,Campylobacter colonization of intestine
10084299,Campylobacter colonisation of intestine
10084300,Reaction to isothiazolinones
10084301,Increased skin pigmentation
10084302,Decreased skin pigmentation
10084303,Jeavons syndrome
10084304,Diverticulitis intestinal perforated
10084305,Pleuroparenchymal fibroelastosis
10084306,Autoinflammation with infantile enterocolitis
10084307,C-telopeptide decreased
10084308,Accessory spleen nodule
10084309,Progressive fibrosing interstitial lung disease
10084310,Retained surgical foreign body
10084311,Corpus luteum cyst ruptured
10084312,Secondary pulmonary tuberculosis
10084313,Microscopic enteritis
10084314,Lymphocytic enteritis
10084315,Intestinal pseudomelanosis
10084316,Mullerian agenesis
10084317,Congenital lymphatic dysplasia
10084318,Trapeziometacarpal osteoarthritis
10084319,Onchodermatitis
10084320,Chronic papular onchodermatitis
10084321,Acute papular onchodermatitis
10084322,Squamous cell carcinoma infraorbital rim
10084323,Bradyarrhythmia absoluta
10084324,Midline head position
10084325,Robinow syndrome
10084326,Roberts syndrome
10084327,Swyer syndrome
10084328,XY gonadal dysgenesis
10084329,Vaccination site hyperpigmentation
10084330,Pseudothalidomide syndrome
10084331,Vaccination site hypopigmentation
10084332,Trabecular aspiration
10084333,Myocardial necrosis marker decreased
10084334,Myocardial enzyme decreased
10084335,Wrong diluent used
10084336,Wrong eluent used
10084337,Rapidly progressive osteoarthritis type 1
10084338,Rapidly progressive osteoarthritis type 2
10084339,Aorto-atrial fistula
10084340,Prosthetic cardiac valve pannus
10084341,Subclavian artery dissection
10084342,Aorto-right atrial fistula
10084343,Left main coronary artery occlusion
10084344,Off label use in unapproved age group
10084345,Off label use in unapproved indication
10084346,B-cell non-Hodgkin's lymphoma
10084347,Vertebral artery arteriosclerosis
10084348,Scrotal cellulitis
10084349,Immobilisation syndrome
10084350,Immobilization syndrome
10084351,Morbus Meulengracht
10084352,Cerebrovascular event
10084353,Coronavirus test
10084354,SARS-CoV-2 test
10084355,COVID-19 virus test positive
10084356,COVID-19 virus test
10084357,COVID-19 virus test negative
10084358,Thyroid eye disease
10084359,Dislike of product taste
10084360,Mycosis pedis
10084361,Gardnerella test
10084362,Gardnerella test negative
10084363,22q11.2 deletion syndrome
10084364,Mitochondrial cardiomyopathy
10084365,Digiti quinti varus
10084366,Gastroesophageal junction polyp
10084367,Gastrooesophageal junction polyp
10084368,Paratracheal air cyst
10084369,Left ventricular concentric remodeling
10084370,Left ventricular concentric remodelling
10084371,Product administered by wrong person
10084372,Injector positioned upside down
10084373,Missed step in drug usage process
10084374,Wrong person administered drug
10084375,Oropharyngeal stenosis
10084376,Split hand nystagmus syndrome
10084377,Grey zone lymphoma
10084378,Gray zone lymphoma
10084379,Karsch-Neugebauer syndrome
10084380,COVID-19 pneumonia
10084381,Coronavirus pneumonia
10084382,Coronavirus disease 2019
10084383,Novel COVID-19-infected pneumonia
10084384,Sulphur dioxide test
10084385,Malaria antigen test
10084386,Flash glucose monitoring
10084387,Sulfur dioxide test
10084388,Malaria rapid diagnostic test
10084389,Ear canalplasty
10084390,Depression rating scale score increased
10084391,Ear meatoplasty
10084392,Episcleral venous pressure increased
10084393,Occupational exposure to communicable disease
10084394,Occupational exposure to SARS-CoV-2
10084395,Disseminated varicella
10084396,Disseminated varicella zoster virus infection
10084397,Hepatic sinusoidal obstruction syndrome
10084398,Wrong route
10084399,Wrong patient
10084400,Subjective fever
10084401,COVID-19 respiratory infection
10084402,Vocal cord fixation
10084403,Intentional product misuse to child
10084404,Product dose omission in error
10084405,Drug dose omission in error
10084406,Product dose omission issue
10084407,Otospondylomegaepiphyseal dysplasia
10084408,Otopalatodigital spectrum disorder
10084409,Schinzel syndrome
10084410,Nager syndrome
10084411,KBG syndrome
10084412,Oil allergy
10084413,Split hand
10084414,Lobster claw hand
10084415,OSMED heterozygous
10084416,Allergy to ayurvedic drugs
10084417,Deodorant allergy
10084418,Cleft hand
10084419,"OSMED, homozygous"
10084420,Otopalatodigital syndrome type 2
10084421,Allergy to allopathic drugs
10084422,Otopalatodigital syndrome type 1
10084423,Allergy to homeopathic drugs
10084424,Water allergy
10084425,Weissenbacher-Zweymuller syndrome
10084426,Oral mucosal scar
10084427,Product delivery mechanism issue
10084428,Product spray mechanism issue
10084429,Descending colectomy
10084430,Malignant airway obstruction
10084431,COVID-19 serology test
10084432,COVID-19 serology test negative
10084433,COVID-19 serology test positive
10084434,SARS-CoV-2 PCR test
10084435,SARS-CoV-2 PCR test negative
10084436,COVID-19 PCR test negative
10084437,COVID-19 PCR test positive
10084438,SARS-CoV-2 serology test negative
10084439,SARS-CoV-2 serology test positive
10084440,SARS-CoV-2 serology test
10084441,COVID-19 PCR test
10084442,SARS-CoV-2 PCR test positive
10084443,MERS-CoV test
10084444,SARS-CoV-1 test
10084445,SARS-CoV-1 test negative
10084446,SARS-CoV-1 test positive
10084447,MERS-CoV test negative
10084448,MERS-CoV test positive
10084449,Sacroiliac joint dysfunction
10084450,Abdominal wall phlegmon
10084451,Suspected COVID-19
10084452,Suspected SARS-CoV-2 infection
10084453,Device related bacteraemia
10084454,Eye reactive capillary endothelial proliferation
10084455,Device related bacteremia
10084456,Exposure to SARS-CoV-2
10084457,COVID-19 immunisation
10084458,COVID-19 prophylaxis
10084459,Asymptomatic COVID-19
10084460,COVID-19 treatment
10084461,SARS-CoV-2 carrier
10084462,SARS-CoV-2 vaccination
10084463,SARS-CoV-2 immunisation
10084464,COVID-19 immunization
10084465,COVID-19 vaccination
10084466,SARS-CoV-2 immunization
10084467,Asymptomatic SARS-CoV-2 infection
10084468,Quarantine
10084469,Home isolation
10084470,Home quarantine
10084471,Streptococcus dysgalactiae sepsis
10084472,Streptococcus dysgalactiae toxic shock syndrome
10084473,Streptococcus dysgalactiae infection
10084474,Severe invasive Streptococcus dysgalactiae infection
10084475,Streptococcus dysgalactiae pneumonia
10084476,Genital anaesthesia
10084477,Genital anesthesia
10084478,Post thrombotic retinopathy
10084479,Parapharyngeal space infection
10084480,SARS-CoV-2 test false negative
10084481,COVID-19 virus test false negative
10084482,Arterial revascularisation
10084483,Clinically-driven target lesion coronary revascularisation
10084484,Non-target vessel coronary revascularisation
10084485,Clinically-driven non-target vessel coronary revascularization
10084486,Non-target vessel coronary revascularization
10084487,Clinically-driven target vessel coronary revascularization
10084488,Clinically-driven target vessel coronary revascularisation
10084489,Clinically-driven target lesion coronary revascularization
10084490,Clinically-driven non-target vessel coronary revascularisation
10084491,SARS-CoV-2 antibody test positive
10084492,COVID-19 ELISA test negative
10084493,SARS-CoV-2 ELISA test
10084494,SARS-CoV-2 ELISA test negative
10084495,COVID-19 antibody test negative
10084496,COVID-19 ELISA test positive
10084497,SARS-CoV-2 ELISA test positive
10084498,COVID-19 molecular test positive
10084499,COVID-19 rapid POC test
10084500,COVID-19 molecular test
10084501,SARS-CoV-2 antibody test
10084502,COVID-19 rapid POC test negative
10084503,COVID-19 rapid POC test positive
10084504,COVID-19 molecular test negative
10084505,COVID-19 antibody test positive
10084506,Mammary gland abscess
10084507,COVID-19 ELISA test
10084508,COVID-19 antibody test
10084509,SARS-CoV-2 antibody test negative
10084511,Product adhesion excessive
10084512,Medicinal patch adhesion decreased
10084513,Product adhesion decreased
10084514,Product adhesion insufficient
10084515,Product adhesion increased
10084516,Medicinal patch adhesion excessive
10084517,Medicinal patch adhesion insufficient
10084518,Medicinal patch adhesion increased
10084519,Fear of surgery
10084520,Duodenogastroesophageal reflux
10084521,Tomophobia
10084522,Duodenogastrooesophageal reflux
10084523,Intentional product misuse to child with intent to harm
10084524,Intentional drug misuse to child
10084525,Intentional child exposure to product by adult
10084526,Drug dose omission for unknown reason
10084527,Aseptic cavernous sinus thrombosis
10084528,2019-nCoV infection
10084529,2019 novel coronavirus infection
10084530,Riedel lobe
10084531,Block vertebra
10084532,Transverse sinus stenosis
10084533,Migraine postdrome
10084534,DDX3X syndrome
10084535,PASH syndrome
10084536,Cold dysaesthesia
10084537,"Pyoderma gangrenosum, acne and hidradenitis suppurativa"
10084538,Incomplete septal cirrhosis
10084539,Cold dysesthesia
10084540,Anomalous left coronary artery from the pulmonary artery
10084541,Punctal occlusion
10084542,Clinoid meningioma
10084543,Renal phospholipidosis
10084544,White matter demyelination
10084545,Gray matter demyelination
10084546,Grey matter demyelination
10084547,Exposure to COVID-19
10084548,Tongue induration
10084549,Gallbladder diverticulum
10084550,Infected vasculitis
10084551,Palatal prolapse
10084552,Eyelid cyst removal
10084553,Ampulla of Vater sclerosis
10084554,Subacute pancreatitis
10084555,Immobilisation bandage
10084556,Immobilization bandage
10084557,Vocal cord squamous cell carcinoma
10084558,Unilateral pleural effusion
10084559,Acute bacterial bronchitis
10084560,Dujarrier bandage
10084561,Duodenal bulb deformity
10084562,Drainage
10084563,Second impact syndrome
10084564,SARS-CoV-2 pneumonia
10084565,Occupational exposure to COVID-19
10084566,Tinetti test
10084567,Balance test
10084568,Gallbladder mass
10084569,Patient elopement
10084570,Pulmonary atypical adenomatous hyperplasia
10084571,Macular thickening
10084572,Myoclonic dystonia
10084573,Pure sensory stroke
10084574,Pseudoangiomatous stromal hyperplasia
10084575,Unstable angina pectoris aggravated
10084576,COVID-19 pneumonitis
10084577,Stool DNA test
10084578,Stool DNA test abnormal
10084579,Stool DNA test false positive
10084580,Antidepressant discontinuation syndrome
10084581,Bleb revision
10084582,Melanocortin 4 receptor deficiency
10084583,Stool DNA test negative
10084584,Stool DNA test normal
10084585,Stool DNA test false negative
10084586,Stool DNA test positive
10084587,Stress management
10084588,Injection site muscle weakness
10084589,Strong's procedure
10084590,Eyelid skin laxity
10084591,Psychoeducation
10084592,Encapsulated bleb
10084593,MC4R deficiency
10084594,Masseter muscle hypertrophy
10084595,Bleb needling
10084596,SARS-CoV-2 molecular test negative
10084597,SARS-CoV-2 rapid POC test negative
10084598,SARS-CoV-2 rapid POC test positive
10084599,SARS-CoV-2 rapid POC test
10084600,SARS-CoV-2 molecular test positive
10084601,SARS-CoV-2 molecular test
10084602,SARS-CoV-2 test false positive
10084603,COVID-19 virus test false positive
10084604,CBL gene mutation
10084605,KMT2A gene mutation
10084606,CALR gene mutation
10084607,PRPF8 gene mutation
10084608,SRSF2 gene mutation
10084609,TP53 gene mutation
10084610,ZRSR2 gene mutation
10084611,ASXL1 gene mutation
10084612,DNMT3A gene mutation
10084613,EZH2 gene mutation
10084614,MPL gene mutation
10084615,NPM1 gene mutation
10084616,STAG2 gene mutation
10084617,U2AF1 gene mutation
10084618,Bronchoscopic lung volume reduction
10084619,FLT3 gene mutation
10084620,RUNX1 gene mutation
10084621,SF3B1 gene mutation
10084622,TET2 gene mutation
10084623,WT1 gene mutation
10084624,PTPN11 gene mutation
10084625,BCOR gene mutation
10084626,CEBPA gene mutation
10084627,Nucleophosmin gene mutation
10084628,AML1 gene mutation
10084629,IDH1 gene mutation
10084630,KIT gene mutation
10084631,MLL gene mutation
10084632,IDH2 gene mutation
10084633,NRAS gene mutation
10084634,Treatment boosted antibody positive
10084635,Choroidal osteoma
10084636,Nasal mucosa telangiectasia
10084637,Umbilical artery vascular resistance increased
10084638,Hyperechogenic pancreas
10084639,SARS-CoV-2 sepsis
10084640,SARS-CoV-2 viraemia
10084641,Post intensive care syndrome
10084642,SARS-CoV-2 viremia
10084643,Telemedicine
10084644,Ocular implant exposure
10084645,Yersinia pseudotuberculosis gastroenteritis
10084646,Ureteral anastomotic dehiscence
10084647,Multifollicular ovary
10084648,Omental wrapping of peritoneal dialysis catheter
10084649,Yersinia pseudotuberculosis infection
10084650,Pulmonary hamartochondroma
10084651,Excess iron chelation
10084652,Tinnitus retraining therapy
10084653,Tracheal aspirate culture
10084654,Senile angioma
10084655,Macular foramen
10084656,Catheter fibrin sheath formation
10084657,COVID-19 aggravated
10084658,COVID-19 pneumonia aggravated
10084659,Shortage of manufacturing component due to pandemic
10084660,Product distribution delay due to pandemic
10084661,Manufacturing facility shutdown due to pandemic
10084662,Shortage of inactive ingredient due to pandemic
10084663,Manufacturing laboratory analytical testing issue due to pandemic manpower disruption
10084664,Product supply chain interruption due to pandemic
10084665,Lack of manufacturing materials due to pandemic
10084666,Shortage of manufacturing materials due to pandemic
10084667,Manufacturing laboratory analytical testing not performed due to pandemic
10084668,Product unavailable due to pandemic
10084669,Drug shortage due to pandemic
10084670,Product delay due to pandemic
10084671,Drug supply chain interruption due to pandemic
10084672,Shortage of active pharmaceutical ingredient due to pandemic
10084673,Manufacturing laboratory analytical testing not investigated due to pandemic
10084674,Manufacturing production disrupted due to pandemic
10084675,Manufacturing production permanently discontinued due to pandemic
10084676,Drug import channel interruption due to pandemic
10084677,Product shipment delay due to pandemic
10084678,Manufacturing production temporarily discontinued due to pandemic
10084679,Out of specification product testing issue
10084680,"Out of specification testing issue, not performed due to pandemic"
10084681,"Out of specification testing issue, not investigated due to pandemic"
10084682,Manufacturing laboratory analytical testing not documented due to pandemic
10084683,"Out of specification testing issue, not documented due to pandemic"
10084684,Manufacturing laboratory analytical testing not reported
10084685,"Out of specification testing issue, not reported due to pandemic"
10084686,Glutathione increased
10084687,Aggressive digital papillary adenocarcinoma
10084688,Low T3 syndrome
10084689,Drug delivery device placement
10084690,Herb-induced liver injury
10084691,Acrosyndrome
10084692,Beta-2 glycoprotein 1 antibodies positive
10084693,Acro-ischemia
10084694,Beta-2 glycoprotein 1 antibodies
10084695,Beta-2 glycoprotein 1 antibodies negative
10084696,Acro-ischaemia
10084697,Focal peritonitis
10084698,Localised peritonitis
10084699,Localized peritonitis
10084700,Circumscribed peritonitis
10084701,Immune-mediated encephalopathy
10084702,Arterial revascularization
10084703,Interstitial lung edema
10084704,Squamous cell carcinoma of scalp
10084705,Interstitial lung oedema
10084706,Metal over-chelation
10084707,Bladder tumour antigen
10084708,Bladder tumor antigen
10084709,Allergic fungal rhinosinusitis
10084710,Transsphenoidal surgery
10084711,Adamantinomatous craniopharyngioma
10084712,Tumour
10084713,Tumor
10084714,Renal lipoma
10084715,Gastroesophageal obstruction
10084716,Gastrooesophageal obstruction
10084717,COVID-19 antigen test
10084718,COVID-19 antigen test positive
10084719,COVID-19 antigen test negative
10084720,Labelled drug-disease interaction issue
10084721,Labelled drug-drug interaction issue
10084722,Labelled drug-food interaction issue
10084723,Labeled drug-drug interaction issue
10084724,Labeled drug-food interaction issue
10084725,Labeled drug-disease interaction issue
10084726,Labelled drug-alcohol interaction issue
10084727,Labeled drug-alcohol interaction issue
10084728,Community-related COVID-19 exposure
10084729,Travel-associated COVID-19 exposure
10084730,Improper needle recapping for disposal
10084731,CD34 cell count increased
10084732,CD34 cell count decreased
10084733,Interstitial pneumonia due to COVID-19
10084734,Intratympanic injection
10084735,Strokectomy
10084736,Cerebellar atherosclerosis
10084737,Acquired cerebral palsy
10084738,Cardiologist consultation
10084739,Exudative diathesis in childhood
10084740,Percutaneous balloon compression
10084741,Nodulocystic basal cell carcinoma
10084742,Chronic rhinosinusitis without nasal polyps
10084743,Hepatic artery infusion pump insertion
10084744,Vasodilatory shock
10084745,Temporary mechanical circulatory support
10084746,Veno-venous extracorporeal membrane oxygenation
10084747,Veno-arterial extracorporeal membrane oxygenation
10084748,ECMO therapy
10084749,ECLA therapy
10084750,Arteriovenous fistula site pseudoaneurysm
10084751,Hepatic hypoperfusion
10084752,Right atrial reduction plasty
10084753,Arteriovenous graft site pseudoaneurysm
10084754,Kaposi sarcoma herpesvirus inflammatory cytokine syndrome
10084755,Aspiration of gastric residual volume
10084756,Transthyretin-mediated amyloidosis acquired
10084757,Epigenetic transmission to third generation
10084758,Excessive gingival display
10084759,Gummy smile
10084760,Globotriaosylsphingosine increased
10084761,Reactive capillary endothelial proliferation
10084762,Procedure aborted
10084763,Lymphadenectasis
10084764,Extrapulmonary acute respiratory distress syndrome
10084765,Immune-mediated cholestasis
10084766,Labrune syndrome
10084767,Multisystem inflammatory syndrome in children
10084768,Paediatric inflammatory multisystem syndrome
10084769,Pediatric multisystem inflammatory syndrome
10084770,Pediatric inflammatory multisystem syndrome
10084771,MIS-C
10084772,Paediatric multisystem inflammatory syndrome
10084773,Breast implant palpable
10084774,Repeated open application test
10084775,Hand eczema
10084776,Nucleotomy
10084777,Morbus Ahlbaeck
10084778,Chronic hand eczema
10084779,Cord colitis syndrome
10084780,Zeichi-Ceide syndrome
10084781,Vocal cord erythema
10084782,Vocal cord bowing
10084783,Oxygenation index
10084784,SARS-CoV-1 infection
10084785,HER2 positive non-small cell lung cancer
10084786,MERS-CoV infection
10084787,HER2 mutant non-small cell lung cancer
10084788,HRD positive advanced ovarian cancer
10084789,Homologous recombination deficiency positive advanced ovarian cancer
10084790,Misbranded product
10084791,Spurious product
10084792,Drug metabolite level
10084793,Drug metabolite level high
10084794,Topical product occlusive therapy
10084795,Intra-abdominal vascular injury
10084796,Extrahepatic biliary tree injury
10084797,Flood syndrome
10084798,Intra-abdominal organ devascularization
10084799,Ascites grade 1
10084800,Ascites grade 3
10084801,Retroperitoneal vascular injury
10084802,Intra-abdominal organ devascularisation
10084803,Intra-abdominal organ avulsion
10084804,Ascites grade 2
10084805,Autoinjector activation failure
10084806,Coronary sinus injury
10084807,Scleredema diabeticorum
10084808,Scleroedema diabeticorum
10084809,Injection site muscle atrophy
10084810,Periorbital rash
10084811,Periorbital dry skin
10084812,Periorbital hyperpigmentation
10084813,Papillary craniopharyngioma
10084814,Craniopharyngioma malignant
10084815,Hypocortisolism
10084816,Ocular surface stem cell transplant rejection
10084817,Convalescent plasma transfusion
10084818,Conjunctival limbal autograft
10084819,Combined keratolimbal with conjunctival limbal allograft
10084820,Ocular surface stem cell transplant
10084821,Cadaveric keratolimbal allograft
10084822,Living related conjunctival limbal allograft
10084823,NR5A1 gene mutation
10084824,Cryptococcal meningoencephalitis
10084825,Superimposed pre-eclampsia
10084826,Aerococcus urinae infection
10084827,Abnormal DNA methylation
10084828,Immune-mediated cytopenia
10084829,Splanchnic hypoperfusion
10084830,Aspergillus terreus infection
10084831,Tumour abscess
10084832,Loss of retinal thickness
10084833,Jackhammer oesophagus
10084834,Pill burden
10084835,Transient nocturnal oxygen desaturation
10084836,Malignant ischemic stroke
10084837,Immune-mediated bicytopenia
10084838,Loss of foveal thickness
10084839,Acute myelopathy
10084840,Streptococcus mitis infection
10084841,Ghost pill phenomenon
10084842,Creatine transporter deficiency
10084843,Malignant ischaemic stroke
10084844,Jackhammer esophagus
10084845,Tumor abscess
10084846,Micro-total protein urine increased
10084847,HRD gene mutation assay positive
10084848,HRD gene mutation assay negative
10084849,HRD gene mutation assay
10084850,Homologous recombination deficiency gene mutation assay
10084851,Homologous recombination deficiency gene mutation assay positive
10084852,Homologous recombination deficiency gene mutation assay negative
10084853,Otoendoscopy
10084854,Abnormal cord insertion
10084855,Eccentric cord insertion
10084856,Battledore cord insertion
10084857,Marginal cord insertion
10084858,Gastric infarction
10084859,Pseudoallergic reaction
10084860,Hypotransferrinaemia
10084861,Gastric ischaemia
10084862,Supra-aortic trunk stenosis
10084863,Fallopian tube scarring
10084864,Infected hidradenitis
10084865,Idiopathic pneumothorax
10084866,Hypotransferrinemia
10084867,Beta thalassaemia minor
10084868,Systemic embolism
10084869,Gastric ischemia
10084870,Fallopian tube dilatation
10084871,Gastroesophageal junction cancer metastatic
10084872,Noninfectious pneumonitis
10084873,Gastrooesophageal junction cancer metastatic
10084874,Acquired hypotransferrinemia
10084875,Acquired hypotransferrinaemia
10084876,Beta thalassemia minor
10084877,Crowe's sign
10084878,Bisphosphonate-related osteonecrosis of the jaw
10084879,Tooth devitalized
10084880,Tooth devitalised
10084881,Medication-related osteonecrosis of jaw
10084882,Dysplastic colon adenoma
10084883,Sacralgia
10084884,SARS-CoV-2 RT-PCR test
10084885,SARS-CoV-2 IgG antibody test
10084886,SARS-CoV-2 rapid antibody test
10084887,De novo purine synthesis inhibitors associated acute inflammatory syndrome
10084888,SARS-CoV-2 IgM antibody test
10084889,SARS-CoV-2 rapid diagnostic test
10084890,Paranasal mucopyocele
10084891,Anal herpes
10084892,Squamous cell carcinoma of the temporal bone
10084893,CT abdomen angiogram
10084894,Serial casting
10084895,Radiation odynophagia
10084896,Skull base osteomyelitis
10084897,Biceps tenodesis
10084898,Skeletal muscle weakness
10084899,Vectorcardiogram
10084900,Uterine diverticulum
10084901,Chronic antibody-mediated rejection
10084902,Chronic duodenitis
10084903,Corneal leukoplakia
10084904,Antiplatelet reversal therapy
10084905,Generalised bullous fixed drug eruption
10084906,GBFDE
10084907,Generalized bullous fixed drug eruption
10084908,Faecal PCR
10084909,Fecal PCR
10084910,Calcified lung nodule
10084911,Lower anterior rectal resection
10084912,Venturi face mask oxygen therapy
10084913,Non-rebreather mask oxygen therapy
10084914,High flow face mask oxygen therapy
10084915,Bruunstrom approach
10084916,Peripheral artery bypass graft occlusion
10084917,Diabetic kidney disease
10084918,Hydropic decompensation
10084919,Fibrogastroscopy
10084920,Dentist consultation
10084921,Gynecologist consultation
10084922,Bladder drainage
10084923,Oncologist consultation
10084924,Urologist consultation
10084925,Rheumatologist consultation
10084926,Burn of upper limb
10084927,Otorhinolaryngologist consultation
10084928,Psychiatrist consultation
10084929,Endocrinologist consultation
10084930,Pulmonologist consultation
10084931,Retinaculotomy
10084932,Laminoforaminotomy
10084933,Internal examination
10084934,Gynaecologist consultation
10084935,Pelvic examination
10084936,Bacterial endophthalmitis
10084937,Phalanx amputation
10084938,Maternal exposure via partner during pregnancy
10084939,Overchelation
10084940,Chelator toxicity
10084941,Excessive aluminum chelation
10084942,Excessive chelation
10084943,Cerebral cavernous hemangioma
10084944,Left ventricular noncompaction cardiomyopathy
10084945,Basaloid squamous cell carcinoma of the anal canal
10084946,Cerebral cavernous haemangioma
10084947,Neutrophil/lymphocyte ratio decreased
10084948,Spleen ischaemia
10084949,Spleen ischemia
10084950,Cystoid maculopathy
10084951,Post ablation syndrome
10084952,Depression rating scale score
10084953,Depression rating scale score decreased
10084954,Veno-venous ECMO
10084955,V-V ECMO
10084956,V-A ECMO
10084957,Veno-arterial ECMO
10084958,Beta c-terminal telopeptide type-I collagen
10084959,Vasomotor menopausal symptoms
10084960,Urinary occult blood
10084961,Urinary occult blood negative
10084962,Pathological preliminary period of labour
10084963,Pathological preliminary period of labor
10084964,Oral melanocytic naevus
10084965,Natural disaster witness
10084966,Soft tissue therapy
10084967,Purines
10084968,Troponin decreased
10084969,Troponin I abnormal
10084970,Purines increased
10084971,Mesangiolipidosis
10084972,Troponin I decreased
10084973,Purines decreased
10084974,Sacroiliac fusion
10084975,Purines abnormal
10084976,Purines normal
10084977,Cardiac catheter removal
10084978,Occipitocervical fusion
10084979,Troponin abnormal
10084980,Lymphovenous bypass
10084981,Cerebral cortical dysgenesis
10084982,Acute lower respiratory tract infection
10084983,Oral melanocytic nevus
10084984,Hippocampal dysgenesis
10084985,Ankle arthritis
10084986,Hypothalamic dysgenesis
10084987,Partner conflict
10084988,Oropharyngeal lymphoid hyperplasia
10084989,Cancer associated membranous nephropathy
10084990,Myopenia
10084991,Contraindicated drug combination administered
10084992,Negative symptoms in schizophrenia
10084993,Persistent prominent negative symptoms in schizophrenia
10084994,Loading dose not administered
10084995,Stenotrophomonas bacteraemia
10084996,Stenotrophomonas bacteremia
10084997,Persistent complex bereavement disorder
10084998,Complicated grief disorder
10084999,Dissociative motor disorder
10085000,Vaccine enhanced disease
10085001,Vaccine associated enhanced respiratory disease
10085002,Hepatic sclerosis
10085003,Sarcoid-like reaction
10085004,Progastrin releasing peptide increased
10085005,Inadequate peritoneal dialysis
10085006,Hypertension during dialysis
10085007,Psychogenic blindness
10085008,Endoscopic radiofrequency ablation of lower esophageal sphincter
